name,rank_jump,first_year,second_year,rank_1,rank_2
zhayne,0,1880,1880,0,0
worthie,0,1880,1880,0,0
tedman,0,1880,1880,0,0
reinardo,0,1880,1880,0,0
vernan,0,1880,1880,0,0
ilie,0,1880,1880,0,0
muhammadhasan,0,1880,1880,0,0
nathaniell,0,1880,1880,0,0
vasishta,0,1880,1880,0,0
nofal,0,1880,1880,0,0
kevlin,0,1880,1880,0,0
keishi,0,1880,1880,0,0
sirwilliam,0,1880,1880,0,0
kojiro,0,1880,1880,0,0
caydien,0,1880,1880,0,0
darro,0,1880,1880,0,0
hussen,0,1880,1880,0,0
chirs,0,1880,1880,0,0
donjay,0,1880,1880,0,0
abduel,0,1880,1880,0,0
jalante,0,1880,1880,0,0
mutsuo,0,1880,1880,0,0
ezeqiel,0,1880,1880,0,0
delmonta,0,1880,1880,0,0
niketh,0,1880,1880,0,0
rajen,0,1880,1880,0,0
xyleek,0,1880,1880,0,0
thrasher,0,1880,1880,0,0
zelbert,0,1880,1880,0,0
renauldo,0,1880,1880,0,0
xackery,0,1880,1880,0,0
johaun,0,1880,1880,0,0
zavius,0,1880,1880,0,0
lenz,0,1880,1880,0,0
geovonie,0,1880,1880,0,0
kazmier,0,1880,1880,0,0
noberto,0,1880,1880,0,0
tresvon,0,1880,1880,0,0
daivid,0,1880,1880,0,0
shurley,0,1880,1880,0,0
aaransh,0,1880,1880,0,0
roddey,0,1880,1880,0,0
abnel,0,1880,1880,0,0
bernt,0,1880,1880,0,0
patricik,0,1880,1880,0,0
dayion,0,1880,1880,0,0
jahzai,0,1880,1880,0,0
ezekeal,0,1880,1880,0,0
romondo,0,1880,1880,0,0
shrivas,0,1880,1880,0,0
jashandeep,0,1880,1880,0,0
bryian,0,1880,1880,0,0
dominio,0,1880,1880,0,0
jaiaire,0,1880,1880,0,0
taurius,0,1880,1880,0,0
mankirt,0,1880,1880,0,0
boswell,0,1880,1880,0,0
siul,0,1880,1880,0,0
ryner,0,1880,1880,0,0
praveer,0,1880,1880,0,0
mukarram,0,1880,1880,0,0
ville,0,1880,1880,0,0
daiyaan,0,1880,1880,0,0
jarriet,0,1880,1880,0,0
janniel,0,1880,1880,0,0
anferne,0,1880,1880,0,0
jerimiyah,0,1880,1880,0,0
jakarious,0,1880,1880,0,0
cleodis,0,1880,1880,0,0
vitus,0,1880,1880,0,0
kipchoge,0,1880,1880,0,0
saaj,0,1880,1880,0,0
daejaun,0,1880,1880,0,0
jlexis,0,1880,1880,0,0
maksen,0,1880,1880,0,0
zecheriah,0,1880,1880,0,0
milson,0,1880,1880,0,0
inderpreet,0,1880,1880,0,0
nikil,0,1880,1880,0,0
lexandro,0,1880,1880,0,0
demeatrius,0,1880,1880,0,0
bartel,0,1880,1880,0,0
vanner,0,1880,1880,0,0
saquon,0,1880,1880,0,0
rudhran,0,1880,1880,0,0
crystopher,0,1880,1880,0,0
dartez,0,1880,1880,0,0
kehlan,0,1880,1880,0,0
rhamir,0,1880,1880,0,0
farrukh,0,1880,1880,0,0
azat,0,1880,1880,0,0
ajang,0,1880,1880,0,0
wishard,0,1880,1880,0,0
yayden,0,1880,1880,0,0
christaphor,0,1880,1880,0,0
khailand,0,1880,1880,0,0
triandos,0,1880,1880,0,0
jorren,0,1880,1880,0,0
amiyus,0,1880,1880,0,0
jamhal,0,1880,1880,0,0
nickelous,0,1880,1880,0,0
neegan,0,1880,1880,0,0
tirion,0,1880,1880,0,0
hail,0,1880,1880,0,0
osbert,0,1880,1880,0,0
javor,0,1880,1880,0,0
maquan,0,1880,1880,0,0
dajuon,0,1880,1880,0,0
terrone,0,1880,1880,0,0
zexi,0,1880,1880,0,0
jeffrery,0,1880,1880,0,0
oluwafikayo,0,1880,1880,0,0
seananthony,0,1880,1880,0,0
nathean,0,1880,1880,0,0
huxston,0,1880,1880,0,0
lethell,0,1880,1880,0,0
iddo,0,1880,1880,0,0
airav,0,1880,1880,0,0
ezequil,0,1880,1880,0,0
shahriar,0,1880,1880,0,0
roshaad,0,1880,1880,0,0
azaiel,0,1880,1880,0,0
liloa,0,1880,1880,0,0
zeref,0,1880,1880,0,0
amareyon,0,1880,1880,0,0
silberio,0,1880,1880,0,0
ghaleb,0,1880,1880,0,0
cordarrow,0,1880,1880,0,0
tsai,0,1880,1880,0,0
ermais,0,1880,1880,0,0
turron,0,1880,1880,0,0
dilann,0,1880,1880,0,0
kaydeen,0,1880,1880,0,0
dwyer,0,1880,1880,0,0
cetric,0,1880,1880,0,0
zuber,0,1880,1880,0,0
dhanesh,0,1880,1880,0,0
aydens,0,1880,1880,0,0
yelson,0,1880,1880,0,0
milosh,0,1880,1880,0,0
roderiquez,0,1880,1880,0,0
kniko,0,1880,1880,0,0
jamson,0,1880,1880,0,0
tancredi,0,1880,1880,0,0
ysai,0,1880,1880,0,0
kasino,0,1880,1880,0,0
windol,0,1880,1880,0,0
markwilliam,0,1880,1880,0,0
kitson,0,1880,1880,0,0
jacarey,0,1880,1880,0,0
markkevin,0,1880,1880,0,0
simere,0,1880,1880,0,0
ramis,0,1880,1880,0,0
cairyn,0,1880,1880,0,0
rozario,0,1880,1880,0,0
borys,0,1880,1880,0,0
kendo,0,1880,1880,0,0
archangel,0,1880,1880,0,0
borhan,0,1880,1880,0,0
alymuhammad,0,1880,1880,0,0
aldemar,0,1880,1880,0,0
martay,0,1880,1880,0,0
chuka,0,1880,1880,0,0
jaqson,0,1880,1880,0,0
mohamedamine,0,1880,1880,0,0
zig,0,1880,1880,0,0
addler,0,1880,1880,0,0
karrick,0,1880,1880,0,0
jhamil,0,1880,1880,0,0
laiten,0,1880,1880,0,0
jevyn,0,1880,1880,0,0
kambren,0,1880,1880,0,0
quindale,0,1880,1880,0,0
selvyn,0,1880,1880,0,0
yonel,0,1880,1880,0,0
felty,0,1880,1880,0,0
mosby,0,1880,1880,0,0
saion,0,1880,1880,0,0
danovan,0,1880,1880,0,0
patrickjohn,0,1880,1880,0,0
abdourahman,0,1880,1880,0,0
konur,0,1880,1880,0,0
laysen,0,1880,1880,0,0
darnay,0,1880,1880,0,0
seanan,0,1880,1880,0,0
aidien,0,1880,1880,0,0
naweed,0,1880,1880,0,0
jarritt,0,1880,1880,0,0
ahryan,0,1880,1880,0,0
sixten,0,1880,1880,0,0
raybert,0,1880,1880,0,0
aladin,0,1880,1880,0,0
arbon,0,1880,1880,0,0
annias,0,1880,1880,0,0
tomatra,0,1880,1880,0,0
khamel,0,1880,1880,0,0
malakhiy,0,1880,1880,0,0
keyveon,0,1880,1880,0,0
mikee,0,1880,1880,0,0
grigory,0,1880,1880,0,0
govan,0,1880,1880,0,0
nkemjika,0,1880,1880,0,0
nanakwadwo,0,1880,1880,0,0
kyleem,0,1880,1880,0,0
azden,0,1880,1880,0,0
ranndy,0,1880,1880,0,0
dimonte,0,1880,1880,0,0
ortis,0,1880,1880,0,0
kwmane,0,1880,1880,0,0
zamien,0,1880,1880,0,0
richand,0,1880,1880,0,0
seaman,0,1880,1880,0,0
adrianos,0,1880,1880,0,0
juliuz,0,1880,1880,0,0
kiyro,0,1880,1880,0,0
jedriel,0,1880,1880,0,0
myier,0,1880,1880,0,0
johnlloyd,0,1880,1880,0,0
rahsheen,0,1880,1880,0,0
hay,0,1880,1880,0,0
prajedes,0,1880,1880,0,0
harsahib,0,1880,1880,0,0
kamaar,0,1880,1880,0,0
gevan,0,1880,1880,0,0
jumarcus,0,1880,1880,0,0
brycon,0,1880,1880,0,0
efstathios,0,1880,1880,0,0
kyeon,0,1880,1880,0,0
trystn,0,1880,1880,0,0
dalles,0,1880,1880,0,0
sabbir,0,1880,1880,0,0
nikolo,0,1880,1880,0,0
jeese,0,1880,1880,0,0
tanin,0,1880,1880,0,0
zacheus,0,1880,1880,0,0
demecio,0,1880,1880,0,0
sioeli,0,1880,1880,0,0
deney,0,1880,1880,0,0
olva,0,1880,1880,0,0
zahmire,0,1880,1880,0,0
jahzair,0,1880,1880,0,0
zahaire,0,1880,1880,0,0
arry,0,1880,1880,0,0
ashal,0,1880,1880,0,0
jakk,0,1880,1880,0,0
zikomo,0,1880,1880,0,0
josiaah,0,1880,1880,0,0
zemar,0,1880,1880,0,0
dulan,0,1880,1880,0,0
benajmin,0,1880,1880,0,0
teysean,0,1880,1880,0,0
thyrone,0,1880,1880,0,0
jamesmatthew,0,1880,1880,0,0
samej,0,1880,1880,0,0
michieal,0,1880,1880,0,0
woo,0,1880,1880,0,0
alyxzander,0,1880,1880,0,0
dulani,0,1880,1880,0,0
naequan,0,1880,1880,0,0
kamontae,0,1880,1880,0,0
yonny,0,1880,1880,0,0
tren,0,1880,1880,0,0
nicolau,0,1880,1880,0,0
crag,0,1880,1880,0,0
khiair,0,1880,1880,0,0
draconis,0,1880,1880,0,0
kongcheng,0,1880,1880,0,0
hermit,0,1880,1880,0,0
miquez,0,1880,1880,0,0
tabori,0,1880,1880,0,0
gebriel,0,1880,1880,0,0
hiroaki,0,1880,1880,0,0
benjermen,0,1880,1880,0,0
alador,0,1880,1880,0,0
olus,0,1880,1880,0,0
arec,0,1880,1880,0,0
rolston,0,1880,1880,0,0
dravion,0,1880,1880,0,0
cramon,0,1880,1880,0,0
alperen,0,1880,1880,0,0
ameire,0,1880,1880,0,0
wakeen,0,1880,1880,0,0
yasniel,0,1880,1880,0,0
cristoffer,0,1880,1880,0,0
marquael,0,1880,1880,0,0
jasahd,0,1880,1880,0,0
amilcare,0,1880,1880,0,0
arkee,0,1880,1880,0,0
octavien,0,1880,1880,0,0
jataurus,0,1880,1880,0,0
clabon,0,1880,1880,0,0
riyaansh,0,1880,1880,0,0
lavelton,0,1880,1880,0,0
thames,0,1880,1880,0,0
tremari,0,1880,1880,0,0
esan,0,1880,1880,0,0
vontrel,0,1880,1880,0,0
osmo,0,1880,1880,0,0
cervante,0,1880,1880,0,0
rilian,0,1880,1880,0,0
ruichen,0,1880,1880,0,0
boede,0,1880,1880,0,0
nayr,0,1880,1880,0,0
dermont,0,1880,1880,0,0
jometh,0,1880,1880,0,0
marucs,0,1880,1880,0,0
rasim,0,1880,1880,0,0
terreal,0,1880,1880,0,0
regnold,0,1880,1880,0,0
brennox,0,1880,1880,0,0
jasmany,0,1880,1880,0,0
mergeron,0,1880,1880,0,0
zarien,0,1880,1880,0,0
tenneson,0,1880,1880,0,0
vishwesh,0,1880,1880,0,0
kreo,0,1880,1880,0,0
sakhani,0,1880,1880,0,0
tajaun,0,1880,1880,0,0
amondo,0,1880,1880,0,0
earskin,0,1880,1880,0,0
zypher,0,1880,1880,0,0
abaas,0,1880,1880,0,0
cardel,0,1880,1880,0,0
arsham,0,1880,1880,0,0
congress,0,1880,1880,0,0
moffett,0,1880,1880,0,0
gurtaaj,0,1880,1880,0,0
larrey,0,1880,1880,0,0
makalo,0,1880,1880,0,0
daneel,0,1880,1880,0,0
charlesanthony,0,1880,1880,0,0
braxstyn,0,1880,1880,0,0
tarryl,0,1880,1880,0,0
caymus,0,1880,1880,0,0
mihalis,0,1880,1880,0,0
rashene,0,1880,1880,0,0
lock,0,1880,1880,0,0
taeyon,0,1880,1880,0,0
leroyal,0,1880,1880,0,0
dyllyn,0,1880,1880,0,0
termain,0,1880,1880,0,0
raqeeb,0,1880,1880,0,0
kuntakinte,0,1880,1880,0,0
bricker,0,1880,1880,0,0
styler,0,1880,1880,0,0
coryion,0,1880,1880,0,0
irav,0,1880,1880,0,0
dreylen,0,1880,1880,0,0
kaare,0,1880,1880,0,0
naire,0,1880,1880,0,0
keivonte,0,1880,1880,0,0
haruma,0,1880,1880,0,0
mahe,0,1880,1880,0,0
savione,0,1880,1880,0,0
mukul,0,1880,1880,0,0
kashes,0,1880,1880,0,0
eson,0,1880,1880,0,0
samire,0,1880,1880,0,0
masis,0,1880,1880,0,0
mikio,0,1880,1880,0,0
heiko,0,1880,1880,0,0
aashray,0,1880,1880,0,0
yahyaa,0,1880,1880,0,0
yaaqoub,0,1880,1880,0,0
calek,0,1880,1880,0,0
hubie,0,1880,1880,0,0
laking,0,1880,1880,0,0
hillie,0,1880,1880,0,0
stevn,0,1880,1880,0,0
kmauri,0,1880,1880,0,0
durville,0,1880,1880,0,0
gillette,0,1880,1880,0,0
jildardo,0,1880,1880,0,0
tykell,0,1880,1880,0,0
nyjee,0,1880,1880,0,0
aariketh,0,1880,1880,0,0
sanket,0,1880,1880,0,0
damonni,0,1880,1880,0,0
kilmer,0,1880,1880,0,0
kevani,0,1880,1880,0,0
maxy,0,1880,1880,0,0
krystoffer,0,1880,1880,0,0
aweis,0,1880,1880,0,0
exiquio,0,1880,1880,0,0
audencio,0,1880,1880,0,0
chukwudubem,0,1880,1880,0,0
dairel,0,1880,1880,0,0
khairy,0,1880,1880,0,0
cilton,0,1880,1880,0,0
zantiago,0,1880,1880,0,0
farbod,0,1880,1880,0,0
yaxye,0,1880,1880,0,0
wais,0,1880,1880,0,0
dhruvah,0,1880,1880,0,0
braxsten,0,1880,1880,0,0
ashim,0,1880,1880,0,0
oluwafolahanmi,0,1880,1880,0,0
michle,0,1880,1880,0,0
milburne,0,1880,1880,0,0
kager,0,1880,1880,0,0
chengyu,0,1880,1880,0,0
lavander,0,1880,1880,0,0
tomias,0,1880,1880,0,0
kentravion,0,1880,1880,0,0
rayshone,0,1880,1880,0,0
zaryab,0,1880,1880,0,0
oldair,0,1880,1880,0,0
siebert,0,1880,1880,0,0
xylin,0,1880,1880,0,0
guistino,0,1880,1880,0,0
wynnston,0,1880,1880,0,0
trint,0,1880,1880,0,0
reiter,0,1880,1880,0,0
hareth,0,1880,1880,0,0
gig,0,1880,1880,0,0
nygee,0,1880,1880,0,0
gaylor,0,1880,1880,0,0
casden,0,1880,1880,0,0
xhozen,0,1880,1880,0,0
samajae,0,1880,1880,0,0
jacobrobert,0,1880,1880,0,0
mayen,0,1880,1880,0,0
lukeanthony,0,1880,1880,0,0
alandus,0,1880,1880,0,0
jacarr,0,1880,1880,0,0
flip,0,1880,1880,0,0
kovid,0,1880,1880,0,0
seabrook,0,1880,1880,0,0
johnmorgan,0,1880,1880,0,0
zackeria,0,1880,1880,0,0
tauhid,0,1880,1880,0,0
drennon,0,1880,1880,0,0
mach,0,1880,1880,0,0
cristos,0,1880,1880,0,0
dubois,0,1880,1880,0,0
junho,0,1880,1880,0,0
feffrey,0,1880,1880,0,0
ishamel,0,1880,1880,0,0
jylon,0,1880,1880,0,0
adesh,0,1880,1880,0,0
charleson,0,1880,1880,0,0
jocari,0,1880,1880,0,0
haseebullah,0,1880,1880,0,0
rishaanreddy,0,1880,1880,0,0
jonmark,0,1880,1880,0,0
ladrick,0,1880,1880,0,0
ahmadi,0,1880,1880,0,0
blaide,0,1880,1880,0,0
ze,0,1880,1880,0,0
sofonias,0,1880,1880,0,0
anthani,0,1880,1880,0,0
lensy,0,1880,1880,0,0
dayvien,0,1880,1880,0,0
abhirup,0,1880,1880,0,0
mawuli,0,1880,1880,0,0
chaleb,0,1880,1880,0,0
beril,0,1880,1880,0,0
jesco,0,1880,1880,0,0
kylealexander,0,1880,1880,0,0
denroy,0,1880,1880,0,0
luziano,0,1880,1880,0,0
haddix,0,1880,1880,0,0
menzo,0,1880,1880,0,0
maurece,0,1880,1880,0,0
harpal,0,1880,1880,0,0
crafton,0,1880,1880,0,0
jemarius,0,1880,1880,0,0
azmi,0,1880,1880,0,0
jahnathan,0,1880,1880,0,0
hassiel,0,1880,1880,0,0
ubaidullah,0,1880,1880,0,0
ishiah,0,1880,1880,0,0
yeicon,0,1880,1880,0,0
daceon,0,1880,1880,0,0
taurance,0,1880,1880,0,0
kavaris,0,1880,1880,0,0
vassar,0,1880,1880,0,0
shamor,0,1880,1880,0,0
etsuo,0,1880,1880,0,0
deymian,0,1880,1880,0,0
jakevis,0,1880,1880,0,0
thristian,0,1880,1880,0,0
martique,0,1880,1880,0,0
jaheen,0,1880,1880,0,0
domunique,0,1880,1880,0,0
jagraj,0,1880,1880,0,0
dondrick,0,1880,1880,0,0
domian,0,1880,1880,0,0
jorniel,0,1880,1880,0,0
loggan,0,1880,1880,0,0
lozell,0,1880,1880,0,0
jamarrio,0,1880,1880,0,0
tephen,0,1880,1880,0,0
tywane,0,1880,1880,0,0
raeed,0,1880,1880,0,0
juztin,0,1880,1880,0,0
parmeet,0,1880,1880,0,0
ryanmatthew,0,1880,1880,0,0
turin,0,1880,1880,0,0
naziir,0,1880,1880,0,0
jovar,0,1880,1880,0,0
abdirahin,0,1880,1880,0,0
awwab,0,1880,1880,0,0
shoumik,0,1880,1880,0,0
souta,0,1880,1880,0,0
adeen,0,1880,1880,0,0
everyx,0,1880,1880,0,0
mateu,0,1880,1880,0,0
shotaro,0,1880,1880,0,0
cordea,0,1880,1880,0,0
rikio,0,1880,1880,0,0
yanxiel,0,1880,1880,0,0
dorrel,0,1880,1880,0,0
dawann,0,1880,1880,0,0
quaseem,0,1880,1880,0,0
divin,0,1880,1880,0,0
quintine,0,1880,1880,0,0
radnor,0,1880,1880,0,0
chaswick,0,1880,1880,0,0
larion,0,1880,1880,0,0
chanthy,0,1880,1880,0,0
bruke,0,1880,1880,0,0
jakhel,0,1880,1880,0,0
pomp,0,1880,1880,0,0
jamontez,0,1880,1880,0,0
monteze,0,1880,1880,0,0
jeriod,0,1880,1880,0,0
nethaniah,0,1880,1880,0,0
brhett,0,1880,1880,0,0
hubart,0,1880,1880,0,0
dalven,0,1880,1880,0,0
jabrail,0,1880,1880,0,0
deldon,0,1880,1880,0,0
thadeous,0,1880,1880,0,0
beauen,0,1880,1880,0,0
audeliz,0,1880,1880,0,0
tred,0,1880,1880,0,0
janmarcos,0,1880,1880,0,0
ondray,0,1880,1880,0,0
ragnarok,0,1880,1880,0,0
azaylion,0,1880,1880,0,0
lugh,0,1880,1880,0,0
rahmi,0,1880,1880,0,0
jesusangel,0,1880,1880,0,0
jerrious,0,1880,1880,0,0
randoph,0,1880,1880,0,0
abheek,0,1880,1880,0,0
akadian,0,1880,1880,0,0
obrain,0,1880,1880,0,0
ladaryl,0,1880,1880,0,0
broderik,0,1880,1880,0,0
jacorious,0,1880,1880,0,0
saladine,0,1880,1880,0,0
avnish,0,1880,1880,0,0
dazavion,0,1880,1880,0,0
amaari,0,1880,1880,0,0
drevonn,0,1880,1880,0,0
adomas,0,1880,1880,0,0
willibaldo,0,1880,1880,0,0
nazareno,0,1880,1880,0,0
quarterrio,0,1880,1880,0,0
asen,0,1880,1880,0,0
bahir,0,1880,1880,0,0
deeken,0,1880,1880,0,0
fredreck,0,1880,1880,0,0
dontevius,0,1880,1880,0,0
jaydenmatthew,0,1880,1880,0,0
lacurtis,0,1880,1880,0,0
enze,0,1880,1880,0,0
zekharyah,0,1880,1880,0,0
chamberlin,0,1880,1880,0,0
mahendra,0,1880,1880,0,0
dremon,0,1880,1880,0,0
aary,0,1880,1880,0,0
dayman,0,1880,1880,0,0
sherburne,0,1880,1880,0,0
knoxville,0,1880,1880,0,0
lyor,0,1880,1880,0,0
aaradhy,0,1880,1880,0,0
tyun,0,1880,1880,0,0
izeal,0,1880,1880,0,0
esneyder,0,1880,1880,0,0
yabriel,0,1880,1880,0,0
sexton,0,1880,1880,0,0
mustafah,0,1880,1880,0,0
elkins,0,1880,1880,0,0
jesses,0,1880,1880,0,0
gaylard,0,1880,1880,0,0
leartis,0,1880,1880,0,0
jaiheim,0,1880,1880,0,0
sharrief,0,1880,1880,0,0
deanjelo,0,1880,1880,0,0
axon,0,1880,1880,0,0
kaize,0,1880,1880,0,0
bigyan,0,1880,1880,0,0
streeter,0,1880,1880,0,0
edrey,0,1880,1880,0,0
lyxander,0,1880,1880,0,0
welburn,0,1880,1880,0,0
arnon,0,1880,1880,0,0
derrus,0,1880,1880,0,0
nasere,0,1880,1880,0,0
tiamo,0,1880,1880,0,0
yisreal,0,1880,1880,0,0
nepoleon,0,1880,1880,0,0
merrek,0,1880,1880,0,0
knoxson,0,1880,1880,0,0
valek,0,1880,1880,0,0
karsun,0,1880,1880,0,0
nirek,0,1880,1880,0,0
keedyn,0,1880,1880,0,0
aeko,0,1880,1880,0,0
shresht,0,1880,1880,0,0
rajab,0,1880,1880,0,0
kyanite,0,1880,1880,0,0
sunjay,0,1880,1880,0,0
tayce,0,1880,1880,0,0
alimou,0,1880,1880,0,0
jiquan,0,1880,1880,0,0
linzell,0,1880,1880,0,0
altaf,0,1880,1880,0,0
rayqwon,0,1880,1880,0,0
costanzo,0,1880,1880,0,0
adamjames,0,1880,1880,0,0
brockston,0,1880,1880,0,0
vasken,0,1880,1880,0,0
jonam,0,1880,1880,0,0
wentz,0,1880,1880,0,0
leondrae,0,1880,1880,0,0
sritan,0,1880,1880,0,0
deciderio,0,1880,1880,0,0
domminick,0,1880,1880,0,0
themba,0,1880,1880,0,0
zalik,0,1880,1880,0,0
kayjay,0,1880,1880,0,0
obasi,0,1880,1880,0,0
jhamarion,0,1880,1880,0,0
sevian,0,1880,1880,0,0
zaykeese,0,1880,1880,0,0
dandrell,0,1880,1880,0,0
tailen,0,1880,1880,0,0
monel,0,1880,1880,0,0
pharoh,0,1880,1880,0,0
deangilo,0,1880,1880,0,0
theral,0,1880,1880,0,0
lethaniel,0,1880,1880,0,0
astley,0,1880,1880,0,0
jereal,0,1880,1880,0,0
taviyon,0,1880,1880,0,0
clouis,0,1880,1880,0,0
jahzon,0,1880,1880,0,0
ryananthony,0,1880,1880,0,0
amileo,0,1880,1880,0,0
cymande,0,1880,1880,0,0
yinon,0,1880,1880,0,0
earlon,0,1880,1880,0,0
glavine,0,1880,1880,0,0
abdulmannan,0,1880,1880,0,0
onasis,0,1880,1880,0,0
lonel,0,1880,1880,0,0
doro,0,1880,1880,0,0
niaire,0,1880,1880,0,0
willas,0,1880,1880,0,0
wildan,0,1880,1880,0,0
tahriq,0,1880,1880,0,0
omaet,0,1880,1880,0,0
markease,0,1880,1880,0,0
humayl,0,1880,1880,0,0
gorham,0,1880,1880,0,0
reshod,0,1880,1880,0,0
roylan,0,1880,1880,0,0
demarcio,0,1880,1880,0,0
lazario,0,1880,1880,0,0
dequantez,0,1880,1880,0,0
kaxton,0,1880,1880,0,0
aavyaan,0,1880,1880,0,0
bean,0,1880,1880,0,0
germar,0,1880,1880,0,0
rajay,0,1880,1880,0,0
keilor,0,1880,1880,0,0
azhan,0,1880,1880,0,0
anikan,0,1880,1880,0,0
sein,0,1880,1880,0,0
thorbjorn,0,1880,1880,0,0
depree,0,1880,1880,0,0
alireda,0,1880,1880,0,0
chancler,0,1880,1880,0,0
reylen,0,1880,1880,0,0
kope,0,1880,1880,0,0
cassin,0,1880,1880,0,0
davious,0,1880,1880,0,0
everrette,0,1880,1880,0,0
avren,0,1880,1880,0,0
firdavs,0,1880,1880,0,0
maynord,0,1880,1880,0,0
hudeyfi,0,1880,1880,0,0
loyale,0,1880,1880,0,0
finnlay,0,1880,1880,0,0
trejohn,0,1880,1880,0,0
matteen,0,1880,1880,0,0
jamih,0,1880,1880,0,0
gernie,0,1880,1880,0,0
bacil,0,1880,1880,0,0
zyreion,0,1880,1880,0,0
cyrano,0,1880,1880,0,0
johnscott,0,1880,1880,0,0
kohenn,0,1880,1880,0,0
gottlob,0,1880,1880,0,0
rhasheen,0,1880,1880,0,0
kothan,0,1880,1880,0,0
dilshaan,0,1880,1880,0,0
luzer,0,1880,1880,0,0
ajaden,0,1880,1880,0,0
calebe,0,1880,1880,0,0
yihao,0,1880,1880,0,0
jakarter,0,1880,1880,0,0
lafeyette,0,1880,1880,0,0
sicarii,0,1880,1880,0,0
jacaryous,0,1880,1880,0,0
harryson,0,1880,1880,0,0
subhanullah,0,1880,1880,0,0
jaswik,0,1880,1880,0,0
danail,0,1880,1880,0,0
anudeep,0,1880,1880,0,0
jakhye,0,1880,1880,0,0
glean,0,1880,1880,0,0
cardea,0,1880,1880,0,0
atigun,0,1880,1880,0,0
nesby,0,1880,1880,0,0
pickens,0,1880,1880,0,0
ifedayo,0,1880,1880,0,0
roddell,0,1880,1880,0,0
iliam,0,1880,1880,0,0
zhaki,0,1880,1880,0,0
priyanshu,0,1880,1880,0,0
jenssy,0,1880,1880,0,0
mallard,0,1880,1880,0,0
clellon,0,1880,1880,0,0
minho,0,1880,1880,0,0
ryeker,0,1880,1880,0,0
casch,0,1880,1880,0,0
armell,0,1880,1880,0,0
kewuan,0,1880,1880,0,0
tylerjohn,0,1880,1880,0,0
deepesh,0,1880,1880,0,0
kruger,0,1880,1880,0,0
laterrence,0,1880,1880,0,0
blazer,0,1880,1880,0,0
terrain,0,1880,1880,0,0
junxi,0,1880,1880,0,0
gibert,0,1880,1880,0,0
kemare,0,1880,1880,0,0
ezlan,0,1880,1880,0,0
afolabi,0,1880,1880,0,0
granth,0,1880,1880,0,0
tyius,0,1880,1880,0,0
hazam,0,1880,1880,0,0
mckaleb,0,1880,1880,0,0
meylan,0,1880,1880,0,0
lamuel,0,1880,1880,0,0
munson,0,1880,1880,0,0
talos,0,1880,1880,0,0
truz,0,1880,1880,0,0
wardner,0,1880,1880,0,0
johntavis,0,1880,1880,0,0
hantz,0,1880,1880,0,0
mareck,0,1880,1880,0,0
marrek,0,1880,1880,0,0
karun,0,1880,1880,0,0
asbel,0,1880,1880,0,0
endeavor,0,1880,1880,0,0
zanvil,0,1880,1880,0,0
josephlee,0,1880,1880,0,0
hezekian,0,1880,1880,0,0
jamillion,0,1880,1880,0,0
cromer,0,1880,1880,0,0
srijay,0,1880,1880,0,0
verdale,0,1880,1880,0,0
dunn,0,1880,1880,0,0
staney,0,1880,1880,0,0
williford,0,1880,1880,0,0
dhven,0,1880,1880,0,0
dazmond,0,1880,1880,0,0
charies,0,1880,1880,0,0
sefton,0,1880,1880,0,0
aathan,0,1880,1880,0,0
onyedikachi,0,1880,1880,0,0
daijohn,0,1880,1880,0,0
almanzo,0,1880,1880,0,0
lafiamma,0,1880,1880,0,0
daymar,0,1880,1880,0,0
cartell,0,1880,1880,0,0
dresdyn,0,1880,1880,0,0
jakir,0,1880,1880,0,0
arner,0,1880,1880,0,0
jianny,0,1880,1880,0,0
nehimiah,0,1880,1880,0,0
jyquavious,0,1880,1880,0,0
jahwan,0,1880,1880,0,0
jimmer,0,1880,1880,0,0
welker,0,1880,1880,0,0
carland,0,1880,1880,0,0
lavontre,0,1880,1880,0,0
jakavian,0,1880,1880,0,0
ronde,0,1880,1880,0,0
eliejah,0,1880,1880,0,0
norbu,0,1880,1880,0,0
isiash,0,1880,1880,0,0
cinar,0,1880,1880,0,0
eulys,0,1880,1880,0,0
moez,0,1880,1880,0,0
johnoliver,0,1880,1880,0,0
swapnil,0,1880,1880,0,0
stedmen,0,1880,1880,0,0
eiler,0,1880,1880,0,0
nuradin,0,1880,1880,0,0
endrik,0,1880,1880,0,0
kheng,0,1880,1880,0,0
mendeecees,0,1880,1880,0,0
naeco,0,1880,1880,0,0
jervaughn,0,1880,1880,0,0
vondre,0,1880,1880,0,0
quigley,0,1880,1880,0,0
maleo,0,1880,1880,0,0
kousuke,0,1880,1880,0,0
chiraag,0,1880,1880,0,0
leio,0,1880,1880,0,0
jayvean,0,1880,1880,0,0
bily,0,1880,1880,0,0
wymond,0,1880,1880,0,0
stayton,0,1880,1880,0,0
joshuaa,0,1880,1880,0,0
markece,0,1880,1880,0,0
hennry,0,1880,1880,0,0
lavester,0,1880,1880,0,0
nataanii,0,1880,1880,0,0
markquise,0,1880,1880,0,0
imamu,0,1880,1880,0,0
dearious,0,1880,1880,0,0
epolito,0,1880,1880,0,0
kaedn,0,1880,1880,0,0
stann,0,1880,1880,0,0
emmon,0,1880,1880,0,0
kaelix,0,1880,1880,0,0
tyquarious,0,1880,1880,0,0
saalim,0,1880,1880,0,0
gadi,0,1880,1880,0,0
jendrick,0,1880,1880,0,0
iszak,0,1880,1880,0,0
