name,f_sum,m_sum,total,per_diff
vivan,373,448,821,18.270401948842874
shaquon,13,124,137,162.04379562043795
nekoda,36,214,250,142.4
layne,5679,14355,20034,86.61275831087151
kwan,27,537,564,180.85106382978725
vallee,88,6,94,174.468085106383
adrean,410,806,1216,65.13157894736842
sloane,24670,416,25086,193.3668181455792
sekai,88,284,372,105.3763440860215
rhyse,96,234,330,83.63636363636363
darriel,154,600,754,118.30238726790452
shami,17,8,25,72.0
roshaun,55,402,457,151.85995623632385
so,47,5,52,161.53846153846155
porter,993,20808,21801,181.78065226365763
juliet,37966,5,37971,199.94732822417106
milford,13,8198,8211,199.36670320302034
carrell,64,427,491,147.86150712830957
apache,10,16,26,46.15384615384615
dakota,41458,93118,134576,76.77446201402924
kamari,5845,12545,18390,72.86568787384448
granger,6,2147,2153,198.88527635856943
linley,1662,84,1746,180.75601374570448
toshi,85,14,99,143.43434343434342
andrell,134,326,460,83.47826086956522
jonell,2452,224,2676,166.5171898355755
kym,1297,173,1470,152.92517006802723
mclean,21,348,369,177.2357723577236
beatriz,18395,53,18448,198.8508239375542
lavon,6246,5113,11359,19.94893916718021
abi,632,22,654,186.54434250764527
trust,197,381,578,63.667820069204154
madden,1551,7682,9233,132.80623849236434
mikelle,917,77,994,169.01408450704224
fain,6,71,77,168.8311688311688
morris,483,71000,71483,197.29725948826996
rena,39124,123,39247,198.74640099880244
jadrien,5,357,362,194.47513812154696
michae,52,492,544,161.76470588235296
kaylyn,12053,38,12091,198.74286659498802
creedance,7,21,28,100.0
foreign,10,22,32,75.0
chicago,54,121,175,76.57142857142857
murel,225,485,710,73.23943661971832
olanda,80,111,191,32.460732984293195
janal,69,5,74,172.97297297297297
azure,1675,452,2127,114.9976492712741
lovely,2385,12,2397,197.99749687108886
waylen,63,2552,2615,190.36328871892925
millie,45926,212,46138,198.16203563223374
cristin,4269,120,4389,189.06356801093642
javonne,361,318,679,12.665684830633284
jacque,4888,2425,7313,67.35949678654451
glennis,2056,721,2777,96.14692113791861
noble,486,9775,10261,181.05447812104083
woodrow,139,39107,39246,198.58329511287775
stratton,35,1560,1595,191.22257053291537
niko,506,14629,15135,186.62702345556656
aareon,10,33,43,106.9767441860465
damarea,10,155,165,175.75757575757575
mikal,591,3334,3925,139.77070063694268
jaden,13590,81469,95059,142.8144625969135
yuan,37,175,212,130.18867924528303
vail,434,113,547,117.36745886654478
raymond,3517,779794,783311,198.20403390224317
alex,9822,286169,295991,186.72662344463177
brione,54,11,65,132.3076923076923
ayat,1769,23,1792,194.86607142857142
darrien,361,3275,3636,160.28602860286028
zamiri,27,28,55,3.6363636363636362
shemari,5,11,16,75.0
colt,11,27869,27880,199.84218077474893
karsen,1755,3472,5227,65.69734073082074
dontia,36,13,49,93.87755102040816
doua,28,39,67,32.83582089552239
kane,36,19521,19557,199.26369075011505
summer,91321,254,91575,198.8905268905269
rashaan,28,1188,1216,190.78947368421052
siyam,5,32,37,145.94594594594594
tajay,10,77,87,154.02298850574712
clarke,1688,3910,5598,79.38549481957841
camdyn,2860,3894,6754,30.618892508143325
kameko,208,5,213,190.61032863849766
darrein,7,28,35,120.0
yahri,74,13,87,140.22988505747128
dea,1825,17,1842,196.3083604777416
lamar,1284,33967,35251,185.4302005616862
railey,772,48,820,176.58536585365854
ayron,5,333,338,194.0828402366864
ferrol,22,15,37,37.83783783783784
daniell,2047,836,2883,84.00971210544571
karter,4587,29465,34052,146.11770233760132
mikah,1682,3379,5061,67.06184548508199
ramee,7,6,13,15.384615384615385
gray,676,5166,5842,153.71448134200617
ashley,859857,15865,875722,192.75340804501886
sundown,12,6,18,66.66666666666666
javae,137,41,178,107.86516853932584
clever,17,124,141,151.77304964539007
deanna,134477,266,134743,199.21034858953712
kyan,169,3786,3955,182.90771175726928
berle,11,331,342,187.13450292397658
monserrate,123,34,157,113.37579617834395
oda,1324,301,1625,125.9076923076923
draven,253,7715,7968,187.2991967871486
yohana,1410,7,1417,198.02399435426958
lunden,358,248,606,36.303630363036305
vernon,1976,146413,148389,194.67345962301786
delain,30,5,35,142.85714285714286
rafa,67,138,205,69.26829268292683
brean,144,10,154,174.02597402597402
malijah,99,62,161,45.962732919254655
alexei,117,1369,1486,168.50605652759086
reyli,13,860,873,194.0435280641466
nevan,5,1184,1189,198.3179142136249
shamari,1063,844,1907,22.968012585212374
undra,75,558,633,152.60663507109004
moo,49,72,121,38.01652892561984
lossie,1189,24,1213,192.08573784006595
azion,21,313,334,174.85029940119762
chyler,295,52,347,140.05763688760806
plumer,24,72,96,100.0
kioni,201,17,218,168.8073394495413
gwynn,1046,133,1179,154.87701441899915
eureka,860,5,865,197.6878612716763
deondre,15,4055,4070,198.52579852579854
mykelti,90,37,127,83.46456692913385
cheney,209,124,333,51.051051051051054
lennyx,232,141,373,48.793565683646115
azra,1284,130,1414,163.22489391796321
dymond,1876,86,1962,182.46687054026503
mira,15096,5,15101,199.8675584398384
bryan,1717,389589,391306,198.24485185506995
miracle,21471,535,22006,190.27537944197036
adrain,568,4252,4820,152.86307053941908
nell,27612,98,27710,198.58534824972932
royall,10,59,69,142.02898550724638
arlene,143010,361,143371,198.99282281632966
ezeriah,16,264,280,177.14285714285714
neven,6,437,443,194.5823927765237
stella,206906,382,207288,199.26286133302457
oceane,203,5,208,190.3846153846154
nayan,5,578,583,196.56946826758147
breckyn,916,322,1238,95.96122778675283
eman,2238,335,2573,147.92071511853868
joni,28815,687,29502,190.68537726255846
ridgely,28,106,134,116.4179104477612
charming,5,71,76,173.6842105263158
avionne,19,5,24,116.66666666666667
wyndham,7,162,169,183.4319526627219
mojolaoluwa,36,6,42,142.85714285714286
manveer,10,236,246,183.739837398374
yazmin,9344,7,9351,199.70056678430115
wynston,5,711,716,197.20670391061452
indy,2329,847,3176,93.3249370277078
gerardo,239,55015,55254,198.2698085206501
marine,990,6,996,197.59036144578312
arlynn,600,61,661,163.08623298033282
tamra,13710,5,13715,199.8541742617572
amor,2257,701,2958,105.20622041920215
jasai,13,1647,1660,196.86746987951807
emon,90,617,707,149.0806223479491
roey,5,104,109,181.65137614678898
jayloni,93,29,122,104.91803278688525
ferrell,162,1911,2073,168.7409551374819
lincoln,2050,104918,106968,192.33415600927378
sagen,23,25,48,8.333333333333332
phorever,6,5,11,18.181818181818183
oria,264,29,293,160.4095563139932
salah,195,990,1185,134.17721518987344
marquis,474,24567,25041,192.42841739547143
sherman,203,39190,39393,197.93872007717107
ravyn,2649,19,2668,197.1514242878561
chaim,6,12072,12078,199.8012916045703
chianti,388,20,408,180.3921568627451
tinsley,4659,88,4747,192.58479039393302
arza,11,33,44,100.0
shawntrell,50,8,58,144.82758620689654
warnell,16,161,177,163.8418079096045
jawon,5,805,810,197.53086419753086
raymie,194,112,306,53.59477124183007
vick,5,601,606,196.6996699669967
darnell,2387,28631,31018,169.21787349281064
jeramy,5,4519,4524,199.5579133510168
shaquan,537,2127,2664,119.36936936936937
chinemerem,10,38,48,116.66666666666667
kaydin,545,1307,1852,82.28941684665226
mackinley,431,356,787,19.05972045743329
danell,1266,434,1700,97.88235294117648
alvia,393,441,834,11.510791366906476
terrice,15,15,30,0.0
nogivenname,18,28,46,43.47826086956522
roary,10,59,69,142.02898550724638
sava,10,212,222,181.981981981982
gracen,2233,1298,3531,52.95950155763239
narvie,16,5,21,104.76190476190477
kassidy,21282,433,21715,192.02394658070457
avynn,100,5,105,180.95238095238096
esa,109,659,768,143.22916666666669
johntae,7,332,339,191.74041297935102
fred,2029,343655,345684,197.65219101838673
shamir,214,1512,1726,150.4055619930475
naphtali,83,271,354,106.21468926553672
dustyn,60,2673,2733,191.21844127332602
shayna,16267,5,16272,199.87708947885938
santanna,847,105,952,155.88235294117646
caylan,246,154,400,46.0
jaylene,10133,75,10208,197.06112852664577
ali,10505,34383,44888,106.38923543040457
pearly,1689,208,1897,156.14127569847128
demonie,6,80,86,172.09302325581396
carley,16918,410,17328,190.53554939981532
jerzee,474,17,491,186.15071283095722
navie,597,6,603,196.01990049751242
nataanii,5,42,47,157.4468085106383
milano,12,338,350,186.28571428571428
adriel,1106,33645,34751,187.26943109550805
darrick,11,8130,8141,199.45952585677435
ji,251,163,414,42.51207729468599
zuriel,502,1966,2468,118.6385737439222
lal,15,18,33,18.181818181818183
emersen,1039,136,1175,153.70212765957447
vincent,1420,363296,364716,198.44262384978998
lachon,45,5,50,160.0
brannon,116,4707,4823,190.37943188886587
damani,659,2627,3286,119.78088861838101
atzin,22,118,140,137.14285714285714
xi,47,52,99,10.1010101010101
enid,9234,6,9240,199.74025974025975
jimin,42,87,129,69.76744186046511
tahjae,122,121,243,0.823045267489712
kaedyn,680,1540,2220,77.47747747747748
shawnte,1385,102,1487,172.56220578345662
chavez,8,873,881,196.3677639046538
clint,54,32731,32785,199.34116211682172
serena,47450,16,47466,199.86516664559895
aviel,59,1365,1424,183.42696629213484
alijah,1450,14231,15681,163.01256297430012
nihad,5,5,10,0.0
shakai,5,149,154,187.012987012987
jacee,1602,51,1653,187.65880217785843
mickenzie,640,44,684,174.26900584795322
noel,15284,52096,67380,109.2668447610567
eri,513,391,904,26.991150442477874
maryon,425,5,430,195.3488372093023
aryn,2946,427,3373,149.36258523569524
fayne,104,54,158,63.29113924050633
taylour,497,29,526,177.9467680608365
abbey,17509,35,17544,199.20200638394894
lexington,1313,1027,2340,24.444444444444443
lanis,58,182,240,103.33333333333334
sean,2969,423637,426606,197.21616667369892
khymani,5,5,10,0.0
truu,86,164,250,62.4
montoya,520,119,639,125.50860719874804
kaleigh,16244,6,16250,199.85230769230768
kameron,4431,39012,43443,159.2017125889096
kaidin,11,418,429,189.74358974358972
shirley,686383,9551,695934,194.5103989746154
ned,5,17292,17297,199.88437301266114
audra,25590,193,25783,197.00577900166775
rin,419,97,516,124.8062015503876
mizan,11,18,29,48.275862068965516
kaedan,5,379,384,194.79166666666669
wendelin,369,190,559,64.04293381037567
commie,17,39,56,78.57142857142857
terez,145,412,557,95.87073608617594
birt,5,268,273,192.67399267399267
swae,43,43,86,0.0
ezri,1062,227,1289,129.55779674166018
kastyn,22,49,71,76.05633802816901
levian,13,75,88,140.9090909090909
valley,879,56,935,176.04278074866312
nylan,105,579,684,138.5964912280702
jordane,160,7,167,183.23353293413174
berthel,30,63,93,70.96774193548387
kriss,377,555,932,38.197424892703864
elester,12,310,322,185.09316770186334
millard,33,16743,16776,199.2131616595136
rupert,16,5595,5611,198.85938335412584
reyhan,109,135,244,21.311475409836063
levee,84,50,134,50.74626865671642
oscar,1070,213098,214168,198.0015688618281
shanne,48,37,85,25.882352941176475
merideth,1755,6,1761,198.63713798977852
orba,41,44,85,7.0588235294117645
seveyn,20,21,41,4.878048780487805
ayres,5,40,45,155.55555555555557
lavern,6845,10236,17081,39.704935308237225
elza,831,2111,2942,87.01563562202583
jozy,107,19,126,139.68253968253967
choya,16,73,89,128.08988764044943
tyron,16,7670,7686,199.16731720010407
echo,4829,412,5241,168.5556191566495
kalynn,3689,33,3722,196.45351961311124
rehan,28,1460,1488,192.4731182795699
otie,147,42,189,111.11111111111111
lynnox,462,215,677,72.96898079763663
lasean,155,418,573,91.7975567190227
salvatore,81,57364,57445,199.43598224388546
lucero,7729,218,7947,189.02730590159808
sanai,4236,25,4261,197.65313306735507
zian,152,898,1050,142.0952380952381
waverley,241,11,252,182.53968253968253
taite,115,129,244,11.475409836065573
kadin,179,5074,5253,186.36969350847136
lara,30168,34,30202,199.54969869545062
woods,11,688,699,193.70529327610873
elnora,21363,27,21390,199.49509116409536
talynn,717,10,727,194.49793672627237
kameren,83,637,720,153.88888888888889
maple,3281,5,3286,199.3913572732806
jerol,10,130,140,171.42857142857142
loki,95,2006,2101,181.91337458353166
kovah,5,5,10,0.0
asante,254,1246,1500,132.26666666666665
jari,381,290,671,27.123695976154995
sirius,5,724,729,197.2565157750343
karlyn,2385,7,2392,198.82943143812707
verdel,5,5,10,0.0
brave,160,508,668,104.19161676646706
chappell,16,42,58,89.65517241379311
deivion,7,10,17,35.294117647058826
torii,79,17,96,129.16666666666669
dashawn,541,8880,9421,177.03003927396242
ryna,76,20,96,116.66666666666667
easter,5513,66,5579,195.26796917010216
ronan,259,20679,20938,195.05205845830545
tristyn,2221,2244,4465,1.0302351623740202
breshawn,35,44,79,22.78481012658228
kasper,20,1389,1409,194.3222143364088
amanti,29,52,81,56.79012345679012
jules,2084,9383,11467,127.30443882445277
diane,518651,1383,520034,198.93622340077764
osinachi,41,99,140,82.85714285714286
joud,372,305,677,19.79320531757755
shalin,173,335,508,63.77952755905512
myril,5,12,17,82.35294117647058
dorcie,42,10,52,123.07692307692308
jett,673,26465,27138,190.0803301643452
mahzi,11,246,257,182.87937743190662
tarron,20,413,433,181.52424942263278
toren,11,970,981,195.51478083588177
kanya,593,25,618,183.8187702265372
henny,1056,58,1114,179.1741472172352
ivry,170,5,175,188.57142857142856
aivan,5,98,103,180.58252427184468
louie,2346,30992,33338,171.85194072829805
kyren,89,3996,4085,191.28518971848226
tazmin,18,5,23,113.04347826086956
keena,2195,141,2336,175.85616438356163
vaughan,22,1615,1637,194.62431276725718
cameo,1501,218,1719,149.27283304246654
josephine,331467,991,332458,198.80766893863284
marvine,542,8,550,194.1818181818182
percy,636,32204,32840,192.25334957369063
lowell,347,41330,41677,196.66962593276867
akera,253,5,258,192.24806201550388
verner,171,1963,2134,167.94751640112463
kyndall,6428,211,6639,187.2872420545263
avo,174,10,184,178.26086956521738
diante,20,1376,1396,194.269340974212
jolani,103,5,108,181.4814814814815
oshai,10,28,38,94.73684210526315
desmin,5,182,187,189.3048128342246
terryn,592,214,806,93.79652605459057
kunga,21,96,117,128.2051282051282
tristin,2827,9785,12612,110.3393593403108
baelyn,137,11,148,170.27027027027026
shuron,40,47,87,16.091954022988507
selwyn,10,1408,1418,197.17912552891397
jaylyn,5704,1809,7513,103.68694263276987
leonel,5,27067,27072,199.92612293144208
eulice,5,234,239,191.63179916317992
ariyan,398,600,998,40.480961923847694
islam,128,689,817,137.33170134638922
saber,73,305,378,122.75132275132275
sanjaya,13,36,49,93.87755102040816
taygan,188,20,208,161.53846153846155
danne,479,175,654,92.96636085626912
ascencion,98,546,644,139.1304347826087
ellyot,10,5,15,66.66666666666666
dunia,623,6,629,196.18441971383146
nikel,5,10,15,66.66666666666666
barclay,24,954,978,190.1840490797546
shaia,98,16,114,143.859649122807
ledger,31,4970,5001,197.52049590081984
les,32,3448,3480,196.32183908045977
kymari,220,526,746,82.03753351206434
bailyn,294,15,309,180.58252427184468
kebron,16,90,106,139.62264150943395
ethan,755,487389,488144,199.38133009931497
angeles,3421,77,3498,191.19496855345912
verda,8062,7,8069,199.6529929359276
destiny,151763,526,152289,198.61841630058638
castiel,33,3891,3924,196.6360856269113
blanca,25527,126,25653,198.03531750672437
darcel,1240,131,1371,161.77972283005107
conny,413,159,572,88.81118881118881
simon,161,70283,70444,199.0857986485719
raymell,11,10,21,9.523809523809524
dorean,251,90,341,94.42815249266863
hazell,375,6,381,193.7007874015748
brand,18,289,307,176.54723127035828
kalis,261,5,266,192.4812030075188
barin,50,32,82,43.90243902439025
de,641,681,1322,6.051437216338881
dondi,375,766,1141,68.53637160385627
angell,478,158,636,100.62893081761007
keylen,260,349,609,29.22824302134647
alto,31,561,592,179.05405405405406
kelechi,261,586,847,76.74144037780401
kanani,895,5,900,197.77777777777777
lyle,1013,59190,60203,193.26943840007974
adynn,17,74,91,125.27472527472527
jakaylen,6,43,49,151.0204081632653
naz,94,79,173,17.341040462427745
ivis,312,114,426,92.95774647887323
landon,1182,186603,187785,197.4822270149373
ozzy,354,4180,4534,168.76929863255404
merrick,519,5792,6311,167.1050546664554
cannon,229,10978,11207,191.82653698581245
kovi,35,117,152,107.89473684210526
oak,27,647,674,183.97626112759644
cyncere,251,538,789,72.75031685678074
ngoc,673,54,727,170.28885832187072
traci,52173,233,52406,198.2215776819448
sonya,65772,182,65954,198.8962003820845
tania,28891,61,28952,199.15722575297045
jamori,6,247,253,190.51383399209487
terra,15429,5,15434,199.87041596475314
brexley,537,59,596,160.40268456375838
daebreon,13,5,18,88.88888888888889
brinson,6,366,372,193.5483870967742
jawara,5,274,279,192.831541218638
logann,626,22,648,186.41975308641975
mara,24038,16,24054,199.733931986364
chayan,5,27,32,137.5
rennie,940,999,1939,6.085611139762764
lark,1862,272,2134,149.01593252108717
snehal,6,49,55,156.36363636363637
bryar,775,1940,2715,85.8195211786372
wilbur,290,56906,57196,197.97188614588433
suzanne,219309,492,219801,199.10464465584778
arka,6,88,94,174.468085106383
tere,385,6,391,193.8618925831202
arryn,97,35,132,93.93939393939394
legacie,332,16,348,181.60919540229884
dove,1436,37,1473,189.95247793618466
landry,5842,5879,11721,0.6313454483405854
amel,476,630,1106,27.848101265822784
amran,331,84,415,119.03614457831327
ireoluwa,209,173,382,18.848167539267017
kashton,50,7658,7708,197.4052932018682
quinn,52503,36992,89495,34.66338901614615
seven,1199,3434,4633,96.48176127778977
jahzel,58,5,63,168.25396825396825
arrow,858,1717,2575,66.71844660194175
blakelee,1385,33,1418,190.69111424541606
mabry,1315,213,1528,144.2408376963351
alique,12,5,17,82.35294117647058
finis,5,2195,2200,199.0909090909091
sunni,2566,69,2635,189.52561669829223
brennyn,144,134,278,7.194244604316546
mykal,332,1175,1507,111.87790311877903
le,878,775,1653,12.462189957652752
davi,634,2058,2692,105.79494799405647
delma,8454,1447,9901,141.54125845874154
maren,13059,5,13064,199.84690753214943
arlow,97,366,463,116.1987041036717
